,Name,Sales,Dollar Volume,Average Price,Median Price,New listings,SNLR,Active listings,MI,Avg SP/LP,Avg DOM,year,month
4154,Toronto West,"1,011","$955,059,386","$944,668","$840,000","2,088",60.6%,"1,846",1.5,103%,22.0,20,9
4155,Toronto W01,59,"$68,253,056","$1,156,831","$999,000",135,58.5%,104,1.2,108%,16.0,20,9
4156,Toronto W02,104,"$119,989,977","$1,153,750","$1,065,000",215,68.5%,126,0.9,108%,13.0,20,9
4157,Toronto W03,90,"$79,135,862","$879,287","$870,000",182,66.2%,110,1.1,106%,17.0,20,9
4158,Toronto W04,92,"$75,730,319","$823,156","$776,750",231,57.5%,232,1.8,101%,30.0,20,9
4159,Toronto W05,131,"$95,743,263","$730,865","$770,000",233,64.6%,240,1.6,102%,23.0,20,9
4160,Toronto W06,174,"$153,920,487","$884,601","$782,000",386,55.0%,403,1.9,101%,23.0,20,9
4161,Toronto W07,32,"$39,691,711","$1,240,366","$1,212,500",68,58.1%,50,1.5,102%,16.0,20,9
4162,Toronto W08,195,"$220,368,795","$1,130,096","$850,000",398,58.2%,372,1.7,101%,25.0,20,9
4163,Toronto W09,53,"$47,070,600","$888,125","$950,000",98,60.6%,92,1.8,107%,27.0,20,9
4164,Toronto W10,81,"$55,155,316","$680,930","$635,000",142,67.7%,117,1.2,101%,19.0,20,9
4165,Toronto Central,"1,501","$1,702,921,089","$1,134,524","$770,000","4,793",47.1%,"5,461",2.4,100%,28.0,20,9
4166,Toronto C01,437,"$387,318,755","$886,313","$700,000","1,686",42.8%,"1,926",2.5,101%,30.0,20,9
4167,Toronto C02,82,"$138,571,000","$1,689,890","$1,315,000",279,42.3%,354,3.0,100%,29.0,20,9
4168,Toronto C03,57,"$105,845,017","$1,856,930","$1,200,000",128,55.1%,122,1.9,102%,17.0,20,9
4169,Toronto C04,73,"$163,530,316","$2,240,141","$1,955,000",186,51.8%,193,2.2,101%,15.0,20,9
4170,Toronto C06,39,"$40,640,653","$1,042,068","$1,050,000",82,51.3%,84,2.1,101%,24.0,20,9
4171,Toronto C07,97,"$104,705,980","$1,079,443","$760,000",263,51.0%,302,2.3,99%,26.0,20,9
4172,Toronto C08,186,"$139,711,621","$751,138","$647,500",808,41.7%,935,2.5,100%,30.0,20,9
4173,Toronto C09,29,"$70,682,104","$2,437,314","$2,398,000",99,48.5%,106,2.7,101%,17.0,20,9
4174,Toronto C10,75,"$80,696,729","$1,075,956","$776,500",208,50.9%,245,1.9,102%,22.0,20,9
4175,Toronto C11,29,"$27,767,400","$957,497","$720,000",89,57.3%,85,1.8,99%,18.0,20,9
4176,Toronto C12,36,"$114,442,211","$3,178,950","$2,550,000",105,38.5%,169,5.3,95%,66.0,20,9
4177,Toronto C13,89,"$89,378,943","$1,004,258","$799,000",175,58.6%,156,1.9,99%,22.0,20,9
4178,Toronto C14,116,"$109,021,109","$939,837","$660,500",328,52.3%,387,2.4,100%,36.0,20,9
4179,Toronto C15,156,"$130,609,251","$837,239","$666,000",357,55.8%,397,2.0,100%,26.0,20,9
4180,Toronto East,"1,043","$975,410,480","$935,197","$891,000","1,808",65.7%,"1,279",1.1,106%,16.0,20,9
4181,Toronto E01,121,"$147,049,275","$1,215,283","$1,205,000",215,64.0%,106,0.8,112%,14.0,20,9
4182,Toronto E02,92,"$115,157,361","$1,251,710","$1,150,000",185,56.3%,118,1.1,105%,14.0,20,9
4183,Toronto E03,121,"$135,969,474","$1,123,715","$1,058,000",225,64.0%,131,1.1,110%,15.0,20,9
4184,Toronto E04,113,"$91,700,671","$811,510","$854,800",171,72.1%,106,0.9,108%,15.0,20,9
4185,Toronto E05,105,"$80,244,026","$764,229","$670,000",162,68.7%,125,1.2,103%,19.0,20,9
4186,Toronto E06,42,"$44,061,200","$1,049,076","$982,250",91,62.6%,75,1.4,104%,16.0,20,9
4187,Toronto E07,99,"$78,515,881","$793,090","$818,000",144,69.2%,131,1.1,105%,18.0,20,9
4188,Toronto E08,77,"$69,443,076","$901,858","$833,000",131,60.6%,125,1.6,104%,18.0,20,9
4189,Toronto E09,98,"$73,553,007","$750,541","$817,500",242,64.8%,195,1.0,103%,16.0,20,9
4190,Toronto E10,85,"$78,889,621","$928,113","$895,000",133,68.1%,79,1.3,104%,17.0,20,9
4191,TREB Total,"10,563","$10,228,338,548","$968,318","$830,000","17,802",59.9%,"17,313",1.7,101%,24.0,20,10
4192,City of Toronto Total,"3,514","$3,605,098,740","$1,025,925","$836,100","7,823",52.3%,"8,623",1.9,102%,25.0,20,10
4193,Toronto West,"1,017","$969,644,903","$953,436","$840,000","1,906",59.1%,"1,789",1.6,102%,24.0,20,10
4194,Toronto W01,60,"$73,525,823","$1,225,430","$1,236,500",120,56.9%,101,1.3,106%,29.0,20,10
4195,Toronto W02,117,"$137,451,159","$1,174,796","$1,050,820",202,67.1%,122,0.9,105%,15.0,20,10
4196,Toronto W03,82,"$73,295,582","$893,849","$876,630",146,64.2%,116,1.1,105%,18.0,20,10
4197,Toronto W04,108,"$94,035,388","$870,698","$797,750",198,56.2%,227,1.8,101%,26.0,20,10
4198,Toronto W05,138,"$93,131,276","$674,864","$681,000",196,65.5%,187,1.5,101%,26.0,20,10
4199,Toronto W06,162,"$140,958,955","$870,117","$791,500",351,53.7%,367,2.0,100%,28.0,20,10
4200,Toronto W07,27,"$40,151,526","$1,487,094","$1,403,888",53,56.4%,53,1.6,102%,28.0,20,10
4201,Toronto W08,189,"$211,122,268","$1,117,049","$950,000",411,55.9%,395,1.7,101%,25.0,20,10
4202,Toronto W09,50,"$45,881,425","$917,629","$925,000",85,59.9%,88,1.8,103%,20.0,20,10
4203,Toronto W10,84,"$60,091,501","$715,375","$787,500",144,64.2%,133,1.3,101%,22.0,20,10
4204,Toronto Central,"1,489","$1,708,775,933","$1,147,600","$797,000","4,298",44.2%,"5,593",2.6,100%,30.0,20,10
4205,Toronto C01,420,"$354,428,403","$843,877","$692,650","1,511",38.9%,"2,012",2.8,100%,34.0,20,10
4206,Toronto C02,88,"$145,744,483","$1,656,187","$1,299,500",248,40.5%,340,3.2,101%,24.0,20,10
4207,Toronto C03,70,"$117,835,150","$1,683,359","$1,402,509",114,55.4%,120,1.9,102%,18.0,20,10
4208,Toronto C04,102,"$212,320,367","$2,081,572","$1,783,750",173,52.6%,180,2.1,100%,25.0,20,10
4209,Toronto C06,29,"$33,611,900","$1,159,031","$1,100,000",84,47.4%,85,2.2,99%,31.0,20,10
4210,Toronto C07,100,"$119,058,525","$1,190,585","$1,050,000",263,49.1%,321,2.4,100%,30.0,20,10
4211,Toronto C08,190,"$143,592,597","$755,751","$645,000",693,38.3%,953,2.9,99%,37.0,20,10
4212,Toronto C09,35,"$81,945,600","$2,341,303","$1,929,000",90,45.6%,112,2.9,101%,22.0,20,10
4213,Toronto C10,80,"$89,886,523","$1,123,582","$909,500",199,47.4%,242,2.1,100%,25.0,20,10
4214,Toronto C11,39,"$42,594,775","$1,092,174","$595,000",93,56.3%,97,1.9,101%,23.0,20,10
4215,Toronto C12,33,"$87,593,050","$2,654,335","$1,800,000",82,39.7%,169,5.2,96%,48.0,20,10
4216,Toronto C13,74,"$80,484,196","$1,087,624","$773,000",152,57.8%,167,1.9,99%,26.0,20,10
4217,Toronto C14,108,"$102,290,688","$947,136","$657,500",278,49.8%,390,2.5,99%,27.0,20,10
4218,Toronto C15,121,"$97,389,676","$804,873","$675,000",318,52.2%,405,2.1,99%,29.0,20,10
4219,Toronto East,"1,008","$926,677,904","$919,323","$874,000","1,619",64.4%,"1,241",1.1,105%,20.0,20,10
4220,Toronto E01,107,"$129,765,192","$1,212,759","$1,126,000",196,61.7%,117,0.9,109%,13.0,20,10
4221,Toronto E02,114,"$152,985,712","$1,341,980","$1,127,500",191,56.2%,114,1.1,104%,17.0,20,10
4222,Toronto E03,117,"$122,251,125","$1,044,881","$1,000,000",186,62.0%,126,1.1,106%,17.0,20,10
4223,Toronto E04,106,"$78,471,008","$740,293","$780,000",182,69.5%,125,0.9,104%,17.0,20,10
4224,Toronto E05,70,"$55,500,366","$792,862","$719,400",128,66.6%,128,1.2,103%,24.0,20,10
4225,Toronto E06,52,"$46,950,960","$902,903","$810,000",87,61.5%,68,1.4,104%,21.0,20,10
4226,Toronto E07,84,"$64,006,008","$761,976","$788,500",151,65.9%,140,1.2,105%,22.0,20,10
4227,Toronto E08,79,"$63,376,208","$802,230","$779,000",113,61.4%,105,1.6,101%,23.0,20,10
4228,Toronto E09,122,"$85,834,471","$703,561","$766,500",164,64.2%,159,1.1,103%,23.0,20,10
4229,Toronto E10,77,"$70,459,251","$915,055","$930,000",110,68.4%,84,1.2,103%,20.0,20,10
4230,TREB Total,"8,766","$8,376,919,864","$955,615","$830,000","11,545",59.8%,"13,798",1.6,101%,28.0,20,11
4231,City of Toronto Total,"3,032","$2,969,008,105","$979,224","$793,500","5,106",51.3%,"7,286",2.0,101%,31.0,20,11
4232,Toronto West,837,"$754,731,043","$901,710","$800,000","1,297",57.9%,"1,521",1.6,101%,27.0,20,11
4233,Toronto W01,57,"$52,528,608","$921,555","$685,000",85,55.9%,77,1.3,101%,25.0,20,11
4234,Toronto W02,96,"$104,881,764","$1,092,518","$1,044,000",126,66.5%,95,0.9,105%,18.0,20,11
4235,Toronto W03,68,"$58,124,199","$854,768","$858,500",88,62.3%,89,1.2,104%,21.0,20,11
4236,Toronto W04,80,"$57,895,002","$723,688","$670,750",127,55.4%,195,1.9,100%,31.0,20,11
4237,Toronto W05,98,"$73,051,589","$745,424","$785,250",150,64.0%,180,1.6,101%,29.0,20,11
4238,Toronto W06,130,"$118,280,536","$909,850","$807,500",241,51.7%,331,2.1,100%,31.0,20,11
4239,Toronto W07,20,"$30,180,499","$1,509,025","$1,530,000",40,55.4%,51,1.6,105%,20.0,20,11
4240,Toronto W08,175,"$168,171,158","$960,978","$680,000",264,55.6%,315,1.7,100%,30.0,20,11
4241,Toronto W09,46,"$46,718,788","$1,015,626","$957,500",83,58.2%,81,1.8,101%,29.0,20,11
4242,Toronto W10,67,"$44,898,900","$670,133","$630,000",93,63.0%,107,1.3,99%,26.0,20,11
4243,Toronto Central,"1,348","$1,440,734,791","$1,068,794","$719,000","2,732",43.1%,"4,803",2.8,99%,39.0,20,11
4244,Toronto C01,418,"$333,093,124","$796,874","$656,150",942,37.8%,"1,735",3.1,99%,42.0,20,11
4245,Toronto C02,82,"$125,818,517","$1,534,372","$1,250,000",149,40.2%,279,3.3,99%,39.0,20,11
4246,Toronto C03,49,"$84,640,731","$1,727,362","$1,400,000",77,55.1%,103,1.9,101%,31.0,20,11
4247,Toronto C04,66,"$127,588,026","$1,933,152","$1,739,000",112,51.6%,142,2.1,99%,28.0,20,11
4248,Toronto C06,32,"$34,274,500","$1,071,078","$1,152,500",59,46.7%,70,2.2,102%,31.0,20,11
4249,Toronto C07,87,"$94,870,248","$1,090,463","$751,000",169,48.1%,288,2.5,97%,35.0,20,11
4250,Toronto C08,178,"$130,035,890","$730,539","$637,500",442,36.6%,826,3.2,99%,41.0,20,11
4251,Toronto C09,23,"$62,197,900","$2,704,257","$2,120,000",43,44.4%,95,3.0,96%,33.0,20,11
4252,Toronto C10,66,"$66,819,280","$1,012,413","$759,250",128,46.0%,215,2.3,99%,35.0,20,11
4253,Toronto C11,35,"$41,198,000","$1,177,086","$735,000",67,53.6%,97,2.0,101%,24.0,20,11
4254,Toronto C12,28,"$76,559,400","$2,734,264","$2,317,500",37,40.3%,136,5.1,95%,53.0,20,11
4255,Toronto C13,66,"$69,188,807","$1,048,315","$826,000",97,56.4%,133,1.9,100%,34.0,20,11
4256,Toronto C14,90,"$82,674,176","$918,602","$660,500",189,48.0%,342,2.6,98%,48.0,20,11
4257,Toronto C15,128,"$111,776,192","$873,252","$657,500",221,51.6%,342,2.2,98%,40.0,20,11
4258,Toronto East,847,"$773,542,271","$913,273","$868,000","1,077",63.9%,962,1.1,104%,24.0,20,11
4259,Toronto E01,90,"$102,771,151","$1,141,902","$1,138,259",135,61.1%,97,0.9,108%,19.0,20,11
4260,Toronto E02,86,"$110,128,605","$1,280,565","$1,180,000",109,57.7%,84,1.1,103%,18.0,20,11
4261,Toronto E03,87,"$100,120,270","$1,150,808","$1,049,000",131,61.7%,98,1.1,107%,19.0,20,11
4262,Toronto E04,83,"$67,790,383","$816,752","$850,000",120,67.7%,104,0.9,103%,20.0,20,11
4263,Toronto E05,67,"$52,128,946","$778,044","$685,000",86,64.2%,101,1.3,102%,30.0,20,11
4264,Toronto E06,48,"$45,015,614","$937,825","$865,000",65,60.3%,48,1.4,103%,22.0,20,11
4265,Toronto E07,95,"$68,478,726","$720,829","$715,000",89,66.4%,92,1.2,102%,25.0,20,11
4266,Toronto E08,65,"$55,406,433","$852,407","$860,000",69,61.2%,81,1.6,102%,31.0,20,11
4267,Toronto E09,96,"$66,293,142","$690,554","$745,000",134,64.0%,131,1.1,103%,31.0,20,11
4268,Toronto E10,64,"$57,302,301","$895,348","$884,500",74,68.5%,72,1.2,103%,20.0,20,11
4269,TREB Total,"7,180","$6,693,356,276","$932,222","$800,001","5,865",60.7%,"7,892",1.6,101%,35.0,20,12
4270,City of Toronto Total,"2,713","$2,426,985,034","$894,576","$700,000","2,281",52.2%,"4,309",2.0,100%,43.0,20,12
4271,Toronto West,634,"$529,621,023","$835,364","$692,500",512,58.5%,884,1.6,101%,41.0,20,12
4272,Toronto W01,38,"$37,700,047","$992,107","$643,500",23,57.1%,35,1.3,101%,51.0,20,12
4273,Toronto W02,45,"$45,587,400","$1,013,053","$930,000",31,66.9%,43,0.9,104%,25.0,20,12
4274,Toronto W03,38,"$33,923,528","$892,724","$909,000",39,61.3%,53,1.2,103%,35.0,20,12
4275,Toronto W04,73,"$51,222,500","$701,678","$588,000",53,56.3%,104,1.9,100%,48.0,20,12
4276,Toronto W05,76,"$49,989,088","$657,751","$645,000",84,63.1%,124,1.6,100%,28.0,20,12
4277,Toronto W06,115,"$94,781,602","$824,188","$665,000",83,52.9%,192,2.1,100%,46.0,20,12
4278,Toronto W07,23,"$27,193,122","$1,182,310","$1,052,000",19,56.2%,27,1.6,99%,47.0,20,12
4279,Toronto W08,125,"$116,749,705","$933,998","$660,000",97,56.3%,189,1.7,99%,44.0,20,12
4280,Toronto W09,38,"$33,876,945","$891,499","$912,500",35,57.7%,51,1.8,104%,44.0,20,12
4281,Toronto W10,63,"$38,597,086","$612,652","$484,000",48,65.3%,66,1.3,101%,42.0,20,12
4282,Toronto Central,"1,396","$1,301,116,433","$932,032","$655,000","1,247",44.1%,"2,926",2.7,98%,51.0,20,12
4283,Toronto C01,464,"$354,634,645","$764,299","$625,000",409,39.1%,"1,047",3.1,98%,51.0,20,12
4284,Toronto C02,59,"$90,818,645","$1,539,299","$1,135,000",64,40.7%,176,3.3,98%,51.0,20,12
4285,Toronto C03,33,"$55,453,000","$1,680,394","$1,440,000",27,55.7%,54,1.9,99%,58.0,20,12
4286,Toronto C04,43,"$84,598,843","$1,967,415","$1,900,000",53,51.0%,83,2.1,99%,46.0,20,12
4287,Toronto C06,31,"$29,140,110","$940,004","$590,000",22,48.9%,33,2.1,99%,48.0,20,12
4288,Toronto C07,102,"$102,577,882","$1,005,666","$719,000",82,49.3%,174,2.4,98%,51.0,20,12
4289,Toronto C08,230,"$160,796,663","$699,116","$602,500",183,38.5%,475,3.2,98%,55.0,20,12
4290,Toronto C09,12,"$15,889,500","$1,324,125","$925,000",20,43.9%,61,3.1,94%,88.0,20,12
4291,Toronto C10,52,"$49,067,800","$943,612","$738,000",53,46.7%,148,2.4,99%,56.0,20,12
4292,Toronto C11,38,"$37,151,100","$977,661","$612,500",41,54.8%,64,2.0,102%,28.0,20,12
4293,Toronto C12,23,"$60,379,638","$2,625,202","$1,999,000",26,40.7%,92,4.9,93%,92.0,20,12
4294,Toronto C13,63,"$54,153,263","$859,576","$600,000",41,57.8%,74,1.9,99%,36.0,20,12
4295,Toronto C14,104,"$94,725,038","$910,818","$639,500",109,48.2%,235,2.7,99%,48.0,20,12
4296,Toronto C15,142,"$111,730,306","$786,833","$616,000",117,52.6%,210,2.1,99%,46.0,20,12
4297,Toronto East,683,"$596,247,578","$872,983","$850,000",522,64.8%,499,1.1,105%,27.0,20,12
4298,Toronto E01,72,"$78,290,841","$1,087,373","$1,105,000",46,62.6%,41,0.9,108%,20.0,20,12
4299,Toronto E02,48,"$58,240,640","$1,213,347","$1,095,500",32,59.3%,47,1.1,102%,26.0,20,12
4300,Toronto E03,62,"$65,600,158","$1,058,067","$1,032,500",55,62.0%,52,1.1,107%,28.0,20,12
4301,Toronto E04,87,"$68,479,494","$787,121","$841,000",59,69.0%,44,0.9,104%,24.0,20,12
4302,Toronto E05,58,"$42,625,788","$734,927","$650,000",42,65.5%,51,1.3,103%,37.0,20,12
4303,Toronto E06,38,"$40,107,956","$1,055,473","$970,000",23,62.0%,21,1.3,104%,25.0,20,12
4304,Toronto E07,67,"$51,108,988","$762,821","$668,000",45,67.5%,43,1.2,103%,33.0,20,12
4305,Toronto E08,47,"$41,120,588","$874,906","$740,000",39,61.3%,39,1.6,103%,24.0,20,12
4306,Toronto E09,87,"$58,126,537","$668,121","$585,000",86,64.2%,96,1.1,104%,29.0,20,12
4307,Toronto E10,53,"$47,721,000","$900,396","$899,000",40,68.9%,35,1.2,103%,26.0,20,12
4308,TREB Total,"6,928","$6,705,505,636","$967,885","$830,000","9,430",61.6%,"7,396",1.6,103%,33.0,21,1
4309,City of Toronto Total,"2,665","$2,308,771,604","$866,331","$672,000","3,547",53.1%,"3,529",2.0,101%,44.0,21,1
4310,Toronto West,650,"$554,052,774","$852,389","$692,000",825,59.2%,735,1.6,101%,43.0,21,1
4311,Toronto W01,36,"$39,725,300","$1,103,481","$778,000",32,58.8%,22,1.3,103%,45.0,21,1
4312,Toronto W02,45,"$46,258,257","$1,027,961","$990,000",69,66.4%,48,0.9,104%,32.0,21,1
4313,Toronto W03,39,"$36,014,260","$923,443","$945,000",47,62.2%,39,1.2,105%,35.0,21,1
4314,Toronto W04,59,"$45,982,813","$779,370","$705,000",88,55.6%,98,1.9,101%,38.0,21,1
4315,Toronto W05,99,"$69,178,423","$698,772","$735,000",123,63.7%,103,1.6,101%,39.0,21,1
4316,Toronto W06,136,"$110,134,477","$809,812","$690,000",168,54.1%,146,2.0,101%,45.0,21,1
4317,Toronto W07,13,"$14,809,999","$1,139,231","$1,085,000",21,55.9%,29,1.7,101%,61.0,21,1
4318,Toronto W08,132,"$125,586,296","$951,411","$575,000",162,57.2%,149,1.7,98%,51.0,21,1
4319,Toronto W09,41,"$32,502,799","$792,751","$595,000",50,59.4%,40,1.7,102%,36.0,21,1
4320,Toronto W10,50,"$33,860,150","$677,203","$536,450",65,65.2%,61,1.3,101%,42.0,21,1
4321,Toronto Central,"1,461","$1,276,459,722","$873,689","$660,000","2,023",45.4%,"2,330",2.7,99%,51.0,21,1
4322,Toronto C01,501,"$360,818,169","$720,196","$640,000",696,40.5%,784,3.0,100%,51.0,21,1
4323,Toronto C02,58,"$61,064,686","$1,052,839","$788,000",101,41.0%,147,3.3,99%,58.0,21,1
4324,Toronto C03,26,"$35,207,518","$1,354,135","$1,204,500",49,55.3%,54,2.0,103%,43.0,21,1
4325,Toronto C04,53,"$84,776,805","$1,599,562","$1,550,000",79,52.3%,79,2.0,103%,31.0,21,1
4326,Toronto C06,33,"$36,367,407","$1,102,043","$625,000",35,51.9%,26,2.0,101%,44.0,21,1
4327,Toronto C07,104,"$102,312,019","$983,769","$695,400",134,50.6%,148,2.4,98%,52.0,21,1
4328,Toronto C08,235,"$161,467,422","$687,095","$625,000",300,39.9%,365,3.1,99%,57.0,21,1
4329,Toronto C09,23,"$44,287,173","$1,925,529","$1,357,000",35,45.2%,54,3.1,98%,40.0,21,1
4330,Toronto C10,75,"$59,829,401","$797,725","$698,500",106,48.3%,114,2.3,101%,57.0,21,1
4331,Toronto C11,33,"$25,959,100","$786,639","$500,000",41,56.8%,44,1.9,99%,47.0,21,1
4332,Toronto C12,11,"$36,498,000","$3,318,000","$2,485,000",52,41.2%,96,4.9,97%,65.0,21,1
4333,Toronto C13,44,"$55,910,918","$1,270,703","$864,000",72,57.9%,75,1.9,100%,45.0,21,1
4334,Toronto C14,123,"$101,673,626","$826,615","$625,000",147,50.0%,174,2.6,98%,45.0,21,1
4335,Toronto C15,142,"$110,287,478","$776,672","$622,000",176,54.0%,170,2.1,100%,49.0,21,1
4336,Toronto East,554,"$478,259,108","$863,284","$765,000",699,65.4%,464,1.1,106%,30.0,21,1
4337,Toronto E01,39,"$49,050,133","$1,257,696","$1,262,500",78,62.1%,60,0.9,111%,20.0,21,1
4338,Toronto E02,35,"$41,859,999","$1,196,000","$1,196,000",56,60.5%,40,1.1,104%,28.0,21,1
4339,Toronto E03,55,"$60,322,017","$1,096,764","$1,155,000",62,63.4%,35,1.1,111%,28.0,21,1
4340,Toronto E04,61,"$46,140,600","$756,403","$620,000",82,69.0%,55,0.9,104%,28.0,21,1
4341,Toronto E05,45,"$38,040,089","$845,335","$670,000",47,65.7%,36,1.3,104%,33.0,21,1
4342,Toronto E06,23,"$24,115,900","$1,048,517","$975,000",34,61.1%,26,1.3,101%,19.0,21,1
4343,Toronto E07,57,"$37,049,319","$649,988","$543,000",78,67.4%,50,1.2,107%,31.0,21,1
4344,Toronto E08,48,"$43,814,475","$912,802","$820,000",59,62.3%,40,1.5,105%,33.0,21,1
4345,Toronto E09,99,"$64,715,077","$653,688","$565,000",92,65.8%,62,1.1,105%,40.0,21,1
4346,Toronto E10,48,"$43,042,199","$896,712","$875,000",55,69.9%,31,1.1,105%,28.0,21,1
4347,TREB Total,"10,970","$11,469,007,390","$1,045,488","$912,000","15,137",62.1%,"8,727",1.5,107%,19.0,21,2
4348,City of Toronto Total,"3,741","$3,723,045,133","$995,201","$765,000","4,706",54.1%,"3,371",1.9,105%,27.0,21,2
4349,Toronto West,931,"$862,213,946","$926,116","$796,000","1,153",60.1%,722,1.6,106%,24.0,21,2
4350,Toronto W01,47,"$51,297,030","$1,091,426","$815,000",53,59.4%,25,1.3,114%,14.0,21,2
4351,Toronto W02,85,"$94,999,597","$1,117,642","$1,090,000",104,67.3%,48,0.9,113%,14.0,21,2
4352,Toronto W03,67,"$66,020,167","$985,376","$980,000",98,62.6%,46,1.2,111%,20.0,21,2
4353,Toronto W04,121,"$96,370,110","$796,447","$724,500",150,57.3%,98,1.9,105%,26.0,21,2
4354,Toronto W05,115,"$95,241,256","$828,185","$856,990",133,65.0%,99,1.5,105%,24.0,21,2
4355,Toronto W06,190,"$164,795,604","$867,345","$709,500",229,55.2%,137,1.9,103%,29.0,21,2
4356,Toronto W07,23,"$34,843,920","$1,514,953","$1,600,000",35,55.7%,30,1.7,107%,37.0,21,2
4357,Toronto W08,175,"$176,088,322","$1,006,219","$627,000",205,58.4%,143,1.7,103%,26.0,21,2
4358,Toronto W09,39,"$34,968,514","$896,629","$820,000",59,60.0%,40,1.7,106%,16.0,21,2
4359,Toronto W10,69,"$47,589,426","$689,702","$530,000",87,65.2%,56,1.3,105%,30.0,21,2
4360,Toronto Central,"1,981","$2,055,654,945","$1,037,685","$715,000","2,448",46.7%,"2,105",2.6,102%,34.0,21,2
4361,Toronto C01,676,"$531,803,727","$786,692","$685,000",770,42.2%,646,2.9,101%,36.0,21,2
4362,Toronto C02,83,"$132,186,504","$1,592,608","$888,000",140,40.9%,161,3.3,101%,39.0,21,2
4363,Toronto C03,52,"$84,970,590","$1,634,050","$1,387,000",74,55.5%,54,1.9,105%,24.0,21,2
4364,Toronto C04,78,"$180,055,803","$2,308,408","$2,183,556",120,53.0%,92,2.0,101%,24.0,21,2
4365,Toronto C06,28,"$28,315,908","$1,011,282","$857,500",54,52.2%,41,1.9,107%,22.0,21,2
4366,Toronto C07,134,"$142,254,327","$1,061,599","$732,944",176,50.7%,152,2.4,102%,35.0,21,2
4367,Toronto C08,318,"$245,123,477","$770,829","$663,350",361,42.3%,304,2.9,101%,36.0,21,2
4368,Toronto C09,35,"$65,892,000","$1,882,629","$1,400,000",50,46.2%,49,3.0,100%,41.0,21,2
4369,Toronto C10,104,"$102,476,350","$985,350","$728,250",99,50.5%,78,2.2,101%,36.0,21,2
4370,Toronto C11,32,"$43,639,900","$1,363,747","$834,500",54,56.1%,47,1.9,102%,20.0,21,2
4371,Toronto C12,37,"$107,959,000","$2,917,811","$2,890,000",66,42.6%,109,4.7,98%,40.0,21,2
4372,Toronto C13,73,"$88,410,888","$1,211,108","$890,000",97,58.9%,73,1.8,104%,24.0,21,2
4373,Toronto C14,143,"$142,455,894","$996,195","$688,888",160,51.2%,145,2.5,100%,33.0,21,2
4374,Toronto C15,188,"$160,110,577","$851,652","$650,000",227,55.0%,154,2.0,105%,32.0,21,2
4375,Toronto East,829,"$805,176,242","$971,262","$943,000","1,105",65.7%,544,1.1,112%,15.0,21,2
4376,Toronto E01,91,"$108,307,393","$1,190,191","$1,200,000",109,63.3%,58,0.9,113%,15.0,21,2
4377,Toronto E02,64,"$92,635,952","$1,447,437","$1,372,550",84,61.5%,42,1.0,112%,15.0,21,2
4378,Toronto E03,94,"$110,893,134","$1,179,714","$1,213,000",127,64.1%,49,1.0,116%,16.0,21,2
4379,Toronto E04,86,"$74,484,170","$866,095","$886,063",100,69.4%,46,0.9,110%,14.0,21,2
4380,Toronto E05,65,"$58,191,414","$895,253","$810,000",113,64.2%,64,1.3,115%,14.0,21,2
4381,Toronto E06,32,"$31,705,694","$990,803","$980,000",58,61.2%,31,1.3,108%,16.0,21,2
4382,Toronto E07,100,"$77,641,352","$776,414","$595,500",124,68.3%,58,1.1,112%,14.0,21,2
4383,Toronto E08,63,"$65,292,665","$1,036,392","$999,999",89,63.0%,54,1.5,107%,18.0,21,2
4384,Toronto E09,102,"$75,318,573","$738,417","$630,750",121,66.5%,58,1.1,112%,21.0,21,2
4385,Toronto E10,50,"$49,984,012","$999,680","$1,050,000",82,68.5%,45,1.1,111%,11.0,21,2
4386,TRREB Total,"15,652","$17,179,079,727","$1,097,565","$945,000","22,709",63.6%,"10,603",1.4,107%,,21,3
4387,City of Toronto Total,"5,130","$5,557,439,345","$1,083,322","$860,000","7,206",55.8%,"3,960",1.8,107%,,21,3
4388,Toronto West,"1,295","$1,338,865,068","$1,033,873","$900,000","1,861",61.4%,919,1.5,109%,,21,3
4389,Toronto W01,82,"$103,262,325","$1,259,297","$1,016,504",118,60.4%,43,1.2,114%,,21,3
4390,Toronto W02,134,"$177,182,336","$1,322,256","$1,240,000",162,69.2%,57,0.9,116%,,21,3
4391,Toronto W03,91,"$94,578,961","$1,039,329","$998,000",154,62.7%,68,1.1,116%,,21,3
4392,Toronto W04,138,"$123,304,577","$893,511","$842,000",207,58.4%,123,1.8,107%,,21,3
4393,Toronto W05,152,"$129,480,635","$851,846","$900,000",246,64.4%,136,1.5,110%,,21,3
4394,Toronto W06,228,"$207,311,533","$909,261","$800,000",332,56.7%,171,1.8,105%,,21,3
4395,Toronto W07,39,"$60,311,549","$1,546,450","$1,435,000",54,58.4%,30,1.6,105%,,21,3
4396,Toronto W08,248,"$296,423,201","$1,195,255","$789,500",325,60.8%,167,1.6,106%,,21,3
