,Name,Sales,Dollar Volume,Average Price,Median Price,New listings,SNLR,Active listings,MI,Avg SP/LP,Avg DOM,year,month,day,date
2010,Toronto W08,196.0,140363986.0,716143.0,533000.0,276.0,63.2,295.0,2.1,101.0,19.0,2016,3,15,2016-03-15
2011,Toronto W09,51.0,27995097.0,548923.0,537000.0,73.0,69.9,59.0,1.6,102.0,14.0,2016,3,15,2016-03-15
2012,Toronto W10,89.0,38837066.0,436372.0,506500.0,121.0,69.0,106.0,1.6,100.0,15.0,2016,3,15,2016-03-15
2013,Toronto Central,1748.0,1380982545.0,790036.0,501500.0,2899.0,54.9,3298.0,2.5,102.0,22.0,2016,3,15,2016-03-15
2014,Toronto C01,561.0,293347105.0,522900.0,430000.0,1008.0,51.9,1228.0,2.9,99.0,24.0,2016,3,15,2016-03-15
2015,Toronto C02,79.0,96676293.0,1223751.0,1010000.0,158.0,46.1,208.0,3.5,102.0,20.0,2016,3,15,2016-03-15
2016,Toronto C03,63.0,84016418.0,1333594.0,720000.0,83.0,57.3,94.0,2.3,100.0,23.0,2016,3,15,2016-03-15
2017,Toronto C04,74.0,115542040.0,1561379.0,1508250.0,105.0,60.5,107.0,1.8,104.0,14.0,2016,3,15,2016-03-15
2018,Toronto C06,36.0,28860000.0,801667.0,782500.0,55.0,56.9,53.0,2.4,108.0,24.0,2016,3,15,2016-03-15
2019,Toronto C07,145.0,114309394.0,788341.0,485000.0,229.0,57.2,236.0,2.3,102.0,19.0,2016,3,15,2016-03-15
2020,Toronto C08,162.0,81381528.0,502355.0,432400.0,260.0,57.8,306.0,2.3,100.0,21.0,2016,3,15,2016-03-15
2021,Toronto C09,19.0,26840418.0,1412654.0,1282500.0,56.0,57.3,70.0,2.2,102.0,19.0,2016,3,15,2016-03-15
2022,Toronto C10,50.0,41521813.0,830436.0,612500.0,90.0,58.3,93.0,1.8,107.0,12.0,2016,3,15,2016-03-15
2023,Toronto C11,46.0,34172500.0,742880.0,356000.0,58.0,65.5,58.0,1.6,102.0,17.0,2016,3,15,2016-03-15
2024,Toronto C12,55.0,117716549.0,2140301.0,1675000.0,71.0,52.7,112.0,3.4,95.0,27.0,2016,3,15,2016-03-15
2025,Toronto C13,85.0,80706394.0,949487.0,700000.0,136.0,66.1,110.0,1.6,110.0,14.0,2016,3,15,2016-03-15
2026,Toronto C14,187.0,137998017.0,737957.0,450000.0,299.0,52.9,343.0,2.7,101.0,27.0,2016,3,15,2016-03-15
2027,Toronto C15,186.0,127894076.0,687603.0,455000.0,291.0,55.2,280.0,2.4,105.0,22.0,2016,3,15,2016-03-15
2028,Toronto East,920.0,567716888.0,617084.0,625000.0,1272.0,67.0,861.0,1.3,105.0,14.0,2016,3,15,2016-03-15
2029,Toronto E01,94.0,73392341.0,780770.0,741700.0,133.0,67.5,68.0,1.0,108.0,10.0,2016,3,15,2016-03-15
2030,Toronto E02,90.0,75701239.0,841125.0,720000.0,83.0,66.7,51.0,1.2,106.0,14.0,2016,3,15,2016-03-15
2031,Toronto E03,82.0,62031076.0,756477.0,750678.0,108.0,69.0,69.0,0.9,108.0,14.0,2016,3,15,2016-03-15
2032,Toronto E04,110.0,55555465.0,505050.0,584150.0,151.0,67.7,97.0,1.2,104.0,15.0,2016,3,15,2016-03-15
2033,Toronto E05,110.0,64022777.0,582025.0,517500.0,160.0,66.9,103.0,1.3,107.0,14.0,2016,3,15,2016-03-15
2034,Toronto E06,31.0,23638286.0,762525.0,675000.0,54.0,60.8,28.0,1.4,105.0,8.0,2016,3,15,2016-03-15
2035,Toronto E07,99.0,50814594.0,513279.0,459000.0,153.0,62.9,122.0,1.7,105.0,12.0,2016,3,15,2016-03-15
2036,Toronto E08,52.0,29685425.0,570874.0,636500.0,85.0,69.7,64.0,1.3,104.0,14.0,2016,3,15,2016-03-15
2037,Toronto E09,105.0,49523457.0,471652.0,520000.0,154.0,68.0,125.0,1.5,103.0,18.0,2016,3,15,2016-03-15
2038,Toronto E10,64.0,44109700.0,689214.0,680000.0,81.0,63.7,67.0,1.5,102.0,16.0,2016,3,15,2016-03-15
2039,Toronto E11,83.0,39242528.0,472802.0,483000.0,110.0,70.8,67.0,1.2,103.0,15.0,2016,3,15,2016-03-15
2040,TRREB Total,12085.0,8931801909.0,739082.0,615000.0,16252.0,66.4,12554.0,1.6,104.0,15.0,2016,4,15,2016-04-15
2041,City of Toronto Total,4248.0,3255975070.0,766472.0,583000.0,6155.0,60.9,5677.0,2.0,105.0,18.0,2016,4,15,2016-04-15
2042,Toronto West,1028.0,669814792.0,651571.0,587500.0,1462.0,63.9,1383.0,1.9,104.0,19.0,2016,4,15,2016-04-15
2043,Toronto W01,59.0,43135300.0,731107.0,625000.0,83.0,61.0,82.0,2.0,104.0,22.0,2016,4,15,2016-04-15
2044,Toronto W02,97.0,94668977.0,975969.0,895000.0,117.0,72.8,74.0,1.1,110.0,10.0,2016,4,15,2016-04-15
2045,Toronto W03,93.0,58358708.0,627513.0,622500.0,131.0,67.8,82.0,1.3,107.0,13.0,2016,4,15,2016-04-15
2046,Toronto W04,81.0,51167351.0,631696.0,625000.0,134.0,64.0,131.0,1.8,104.0,15.0,2016,4,15,2016-04-15
2047,Toronto W05,127.0,58506677.0,460682.0,465000.0,198.0,65.8,202.0,2.0,101.0,22.0,2016,4,15,2016-04-15
2048,Toronto W06,167.0,93486430.0,559799.0,547000.0,250.0,52.2,304.0,3.0,103.0,25.0,2016,4,15,2016-04-15
2049,Toronto W07,43.0,38861970.0,903767.0,780000.0,59.0,64.0,37.0,1.5,104.0,14.0,2016,4,15,2016-04-15
2050,Toronto W08,222.0,167218442.0,753236.0,650000.0,284.0,64.8,286.0,2.0,101.0,21.0,2016,4,15,2016-04-15
2051,Toronto W09,48.0,27126017.0,565125.0,693750.0,80.0,70.9,75.0,1.5,105.0,15.0,2016,4,15,2016-04-15
2052,Toronto W10,91.0,37284920.0,409724.0,375000.0,126.0,69.5,110.0,1.5,100.0,17.0,2016,4,15,2016-04-15
2053,Toronto Central,2129.0,1860066807.0,873681.0,529888.0,3281.0,56.4,3423.0,2.4,104.0,20.0,2016,4,15,2016-04-15
2054,Toronto C01,642.0,350025944.0,545212.0,438000.0,1095.0,53.0,1318.0,2.8,101.0,24.0,2016,4,15,2016-04-15
2055,Toronto C02,97.0,109866744.0,1132647.0,860000.0,167.0,48.2,199.0,3.4,102.0,21.0,2016,4,15,2016-04-15
2056,Toronto C03,57.0,70907617.0,1243993.0,905000.0,91.0,57.7,91.0,2.3,105.0,20.0,2016,4,15,2016-04-15
2057,Toronto C04,116.0,201070234.0,1733364.0,1545000.0,148.0,63.5,104.0,1.7,106.0,16.0,2016,4,15,2016-04-15
2058,Toronto C06,47.0,40740400.0,866817.0,950000.0,52.0,59.3,46.0,2.3,107.0,19.0,2016,4,15,2016-04-15
2059,Toronto C07,164.0,148058377.0,902795.0,575900.0,237.0,58.8,237.0,2.2,106.0,18.0,2016,4,15,2016-04-15
2060,Toronto C08,209.0,106470340.0,509427.0,432400.0,335.0,58.4,339.0,2.3,99.0,20.0,2016,4,15,2016-04-15
2061,Toronto C09,47.0,87788284.0,1867836.0,1650000.0,66.0,61.5,77.0,2.1,100.0,20.0,2016,4,15,2016-04-15
2062,Toronto C10,72.0,71862144.0,998085.0,763500.0,112.0,58.7,97.0,1.8,108.0,18.0,2016,4,15,2016-04-15
2063,Toronto C11,56.0,42539173.0,759628.0,419750.0,67.0,66.9,50.0,1.5,112.0,12.0,2016,4,15,2016-04-15
2064,Toronto C12,67.0,163098816.0,2434311.0,2300000.0,97.0,55.2,106.0,3.2,100.0,19.0,2016,4,15,2016-04-15
2065,Toronto C13,104.0,107016990.0,1029010.0,662500.0,136.0,68.3,110.0,1.5,111.0,14.0,2016,4,15,2016-04-15
2066,Toronto C14,256.0,213188343.0,832767.0,464500.0,370.0,54.8,342.0,2.5,103.0,23.0,2016,4,15,2016-04-15
2067,Toronto C15,195.0,147433401.0,756069.0,508000.0,308.0,57.2,307.0,2.3,107.0,20.0,2016,4,15,2016-04-15
2068,Toronto East,1091.0,726093471.0,665530.0,655000.0,1412.0,67.7,871.0,1.3,108.0,13.0,2016,4,15,2016-04-15
2069,Toronto E01,111.0,93329134.0,840803.0,812900.0,120.0,68.8,56.0,1.0,110.0,8.0,2016,4,15,2016-04-15
2070,Toronto E02,78.0,77451448.0,992967.0,844500.0,102.0,68.3,54.0,1.1,109.0,11.0,2016,4,15,2016-04-15
2071,Toronto E03,107.0,89098284.0,832694.0,800000.0,108.0,70.7,46.0,0.9,112.0,11.0,2016,4,15,2016-04-15
2072,Toronto E04,128.0,71479459.0,558433.0,631000.0,162.0,68.6,101.0,1.2,107.0,13.0,2016,4,15,2016-04-15
2073,Toronto E05,139.0,92384229.0,664635.0,600000.0,191.0,67.0,121.0,1.3,109.0,13.0,2016,4,15,2016-04-15
2074,Toronto E06,48.0,33912838.0,706517.0,685500.0,56.0,62.3,25.0,1.4,106.0,11.0,2016,4,15,2016-04-15
2075,Toronto E07,104.0,59460894.0,571739.0,590500.0,158.0,62.5,129.0,1.7,106.0,17.0,2016,4,15,2016-04-15
2076,Toronto E08,77.0,47933900.0,622518.0,650000.0,90.0,70.7,54.0,1.3,104.0,12.0,2016,4,15,2016-04-15
2077,Toronto E09,123.0,59139186.0,480806.0,530000.0,184.0,68.6,141.0,1.4,104.0,15.0,2016,4,15,2016-04-15
2078,Toronto E10,71.0,46837867.0,659688.0,624000.0,107.0,63.4,77.0,1.5,104.0,14.0,2016,4,15,2016-04-15
2079,Toronto E11,105.0,55066232.0,524440.0,529800.0,134.0,71.9,67.0,1.1,106.0,12.0,2016,4,15,2016-04-15
2080,TRREB Total,12870.0,9677050691.0,751908.0,625000.0,17412.0,67.7,12931.0,1.6,104.0,15.0,2016,5,15,2016-05-15
2081,City of Toronto Total,4638.0,3627154766.0,782051.0,595000.0,6772.0,62.1,5936.0,1.9,105.0,17.0,2016,5,15,2016-05-15
2082,Toronto West,1151.0,771688568.0,670451.0,592800.0,1601.0,65.4,1412.0,1.8,105.0,19.0,2016,5,15,2016-05-15
2083,Toronto W01,79.0,61067024.0,773000.0,555000.0,112.0,62.7,90.0,1.9,107.0,18.0,2016,5,15,2016-05-15
2084,Toronto W02,108.0,93049689.0,861571.0,806121.0,172.0,72.2,100.0,1.1,113.0,12.0,2016,5,15,2016-05-15
2085,Toronto W03,92.0,56887167.0,618339.0,585650.0,110.0,70.0,71.0,1.3,106.0,13.0,2016,5,15,2016-05-15
2086,Toronto W04,118.0,72018247.0,610324.0,614750.0,163.0,66.2,140.0,1.7,106.0,19.0,2016,5,15,2016-05-15
2087,Toronto W05,144.0,75611036.0,525077.0,542250.0,211.0,66.6,210.0,2.0,102.0,21.0,2016,5,15,2016-05-15
2088,Toronto W06,189.0,110900307.0,586774.0,515000.0,269.0,54.2,307.0,2.8,102.0,23.0,2016,5,15,2016-05-15
2089,Toronto W07,34.0,32861660.0,966519.0,895000.0,45.0,65.1,33.0,1.5,107.0,14.0,2016,5,15,2016-05-15
2090,Toronto W08,226.0,188782789.0,835322.0,675788.0,296.0,67.3,277.0,1.9,101.0,21.0,2016,5,15,2016-05-15
2091,Toronto W09,59.0,36314300.0,615497.0,647000.0,77.0,70.7,73.0,1.5,104.0,19.0,2016,5,15,2016-05-15
2092,Toronto W10,102.0,44196349.0,433298.0,379000.0,146.0,70.8,111.0,1.5,102.0,20.0,2016,5,15,2016-05-15
2093,Toronto Central,2283.0,2065045548.0,904532.0,545800.0,3519.0,57.7,3530.0,2.3,105.0,19.0,2016,5,15,2016-05-15
2094,Toronto C01,696.0,385936321.0,554506.0,444950.0,1135.0,54.6,1343.0,2.7,101.0,22.0,2016,5,15,2016-05-15
2095,Toronto C02,83.0,110521722.0,1331587.0,899900.0,192.0,47.1,223.0,3.4,101.0,18.0,2016,5,15,2016-05-15
2096,Toronto C03,79.0,105385236.0,1333990.0,950000.0,104.0,59.3,77.0,2.2,107.0,13.0,2016,5,15,2016-05-15
2097,Toronto C04,128.0,211658537.0,1653582.0,1654000.0,195.0,64.3,121.0,1.6,109.0,11.0,2016,5,15,2016-05-15
2098,Toronto C06,51.0,46832707.0,918288.0,1040000.0,76.0,62.5,51.0,2.1,114.0,17.0,2016,5,15,2016-05-15
2099,Toronto C07,175.0,151608300.0,866333.0,572000.0,264.0,61.5,244.0,2.1,105.0,20.0,2016,5,15,2016-05-15
2100,Toronto C08,224.0,119908495.0,535306.0,446000.0,336.0,59.8,358.0,2.2,100.0,21.0,2016,5,15,2016-05-15
2101,Toronto C09,47.0,94503500.0,2010713.0,1675000.0,69.0,61.5,76.0,2.1,102.0,15.0,2016,5,15,2016-05-15
2102,Toronto C10,85.0,70101397.0,824722.0,581000.0,112.0,60.5,91.0,1.7,107.0,18.0,2016,5,15,2016-05-15
2103,Toronto C11,51.0,60875905.0,1193645.0,1240000.0,73.0,66.9,53.0,1.5,110.0,16.0,2016,5,15,2016-05-15
2104,Toronto C12,67.0,175523483.0,2619753.0,2388000.0,100.0,55.4,107.0,3.1,101.0,31.0,2016,5,15,2016-05-15
2105,Toronto C13,112.0,115895822.0,1034784.0,697500.0,144.0,69.6,101.0,1.5,109.0,15.0,2016,5,15,2016-05-15
2106,Toronto C14,236.0,209093808.0,885991.0,483000.0,355.0,56.6,347.0,2.4,104.0,18.0,2016,5,15,2016-05-15
2107,Toronto C15,249.0,207200315.0,832130.0,550000.0,364.0,58.0,338.0,2.2,109.0,15.0,2016,5,15,2016-05-15
2108,Toronto East,1204.0,790420650.0,656496.0,655000.0,1652.0,68.3,994.0,1.2,108.0,12.0,2016,5,15,2016-05-15
2109,Toronto E01,96.0,80634196.0,839940.0,838050.0,141.0,68.4,78.0,1.0,111.0,10.0,2016,5,15,2016-05-15
2110,Toronto E02,87.0,87056369.0,1000648.0,847700.0,137.0,68.0,72.0,1.1,109.0,9.0,2016,5,15,2016-05-15
2111,Toronto E03,115.0,93442660.0,812545.0,805000.0,148.0,72.6,54.0,0.8,112.0,7.0,2016,5,15,2016-05-15
2112,Toronto E04,138.0,78922072.0,571899.0,643250.0,188.0,68.7,114.0,1.2,107.0,13.0,2016,5,15,2016-05-15
2113,Toronto E05,140.0,88830715.0,634505.0,538250.0,184.0,68.2,124.0,1.2,108.0,14.0,2016,5,15,2016-05-15
2114,Toronto E06,45.0,34757100.0,772380.0,700000.0,81.0,62.1,40.0,1.3,108.0,10.0,2016,5,15,2016-05-15
2115,Toronto E07,136.0,77230064.0,567868.0,594000.0,176.0,63.9,127.0,1.7,106.0,18.0,2016,5,15,2016-05-15
2116,Toronto E08,88.0,54375584.0,617904.0,641500.0,111.0,72.7,67.0,1.2,106.0,13.0,2016,5,15,2016-05-15
2117,Toronto E09,155.0,78285337.0,505067.0,558000.0,228.0,69.3,166.0,1.4,106.0,13.0,2016,5,15,2016-05-15
2118,Toronto E10,107.0,68302514.0,638341.0,672500.0,137.0,63.6,81.0,1.5,104.0,13.0,2016,5,15,2016-05-15
2119,Toronto E11,97.0,48584039.0,500866.0,520000.0,121.0,71.9,71.0,1.1,105.0,12.0,2016,5,15,2016-05-15
2120,TRREB Total,12794.0,9551303839.0,746546.0,618894.0,16980.0,68.6,12327.0,1.5,104.0,15.0,2016,6,15,2016-06-15
2121,City of Toronto Total,4578.0,3549779426.0,775400.0,597500.0,6280.0,63.3,5552.0,1.9,105.0,17.0,2016,6,15,2016-06-15
2122,Toronto West,1102.0,751230345.0,681697.0,620000.0,1437.0,66.4,1304.0,1.8,105.0,16.0,2016,6,15,2016-06-15
2123,Toronto W01,71.0,59687631.0,840671.0,750000.0,97.0,66.8,82.0,1.8,107.0,14.0,2016,6,15,2016-06-15
2124,Toronto W02,109.0,91901143.0,843130.0,810000.0,118.0,73.7,82.0,1.1,110.0,13.0,2016,6,15,2016-06-15
2125,Toronto W03,80.0,51796148.0,647452.0,629500.0,96.0,72.7,57.0,1.2,106.0,12.0,2016,6,15,2016-06-15
2126,Toronto W04,93.0,58565938.0,629741.0,645000.0,122.0,66.6,118.0,1.7,106.0,12.0,2016,6,15,2016-06-15
2127,Toronto W05,141.0,77976500.0,553025.0,575000.0,212.0,64.8,223.0,2.0,104.0,16.0,2016,6,15,2016-06-15
2128,Toronto W06,181.0,105926627.0,585230.0,502990.0,269.0,57.0,302.0,2.6,103.0,21.0,2016,6,15,2016-06-15
2129,Toronto W07,37.0,39595900.0,1070159.0,1100000.0,54.0,64.8,37.0,1.5,109.0,10.0,2016,6,15,2016-06-15
2130,Toronto W08,215.0,170633260.0,793643.0,652000.0,267.0,67.6,244.0,1.9,103.0,18.0,2016,6,15,2016-06-15
2131,Toronto W09,64.0,43930664.0,686417.0,716000.0,72.0,72.7,56.0,1.5,105.0,18.0,2016,6,15,2016-06-15
2132,Toronto W10,111.0,51216534.0,461410.0,525000.0,130.0,70.2,103.0,1.5,103.0,18.0,2016,6,15,2016-06-15
2133,Toronto Central,2286.0,1999871214.0,874834.0,528000.0,3270.0,59.4,3319.0,2.2,104.0,20.0,2016,6,15,2016-06-15
2134,Toronto C01,768.0,411076617.0,535256.0,438500.0,1077.0,56.8,1233.0,2.5,102.0,22.0,2016,6,15,2016-06-15
2135,Toronto C02,106.0,151587810.0,1430074.0,1204500.0,155.0,48.5,208.0,3.3,103.0,19.0,2016,6,15,2016-06-15
2136,Toronto C03,61.0,91716245.0,1503545.0,999999.0,89.0,59.7,74.0,2.1,103.0,10.0,2016,6,15,2016-06-15
2137,Toronto C04,104.0,181810349.0,1748176.0,1637500.0,163.0,63.2,121.0,1.6,106.0,14.0,2016,6,15,2016-06-15
2138,Toronto C06,47.0,48417317.0,1030156.0,1180000.0,86.0,62.1,63.0,2.0,117.0,17.0,2016,6,15,2016-06-15
2139,Toronto C07,173.0,139411704.0,805848.0,555000.0,237.0,63.7,229.0,2.0,104.0,19.0,2016,6,15,2016-06-15
2140,Toronto C08,242.0,131573917.0,543694.0,453000.0,320.0,61.6,325.0,2.1,100.0,20.0,2016,6,15,2016-06-15
2141,Toronto C09,39.0,75301700.0,1930813.0,1500000.0,58.0,60.4,74.0,2.1,101.0,17.0,2016,6,15,2016-06-15
2142,Toronto C10,89.0,86388656.0,970659.0,900000.0,104.0,63.0,73.0,1.6,110.0,14.0,2016,6,15,2016-06-15
2143,Toronto C11,53.0,48498388.0,915064.0,439000.0,64.0,67.4,45.0,1.5,107.0,18.0,2016,6,15,2016-06-15
2144,Toronto C12,60.0,166349182.0,2772486.0,2537944.0,81.0,56.4,95.0,3.0,100.0,27.0,2016,6,15,2016-06-15
2145,Toronto C13,99.0,105150542.0,1062127.0,702800.0,145.0,68.7,113.0,1.5,113.0,14.0,2016,6,15,2016-06-15
2146,Toronto C14,214.0,168815383.0,788857.0,464500.0,371.0,58.3,362.0,2.3,102.0,20.0,2016,6,15,2016-06-15
2147,Toronto C15,231.0,193773404.0,838846.0,528000.0,320.0,60.6,304.0,2.0,107.0,21.0,2016,6,15,2016-06-15
2148,Toronto East,1190.0,798677867.0,671158.0,662000.0,1573.0,68.8,929.0,1.2,108.0,12.0,2016,6,15,2016-06-15
2149,Toronto E01,108.0,93484888.0,865601.0,825000.0,112.0,70.9,49.0,0.9,112.0,8.0,2016,6,15,2016-06-15
2150,Toronto E02,89.0,86008480.0,966387.0,850000.0,122.0,67.9,63.0,1.1,108.0,10.0,2016,6,15,2016-06-15
2151,Toronto E03,98.0,82388727.0,840701.0,812500.0,138.0,71.7,56.0,0.8,112.0,9.0,2016,6,15,2016-06-15
2152,Toronto E04,135.0,69380781.0,513932.0,580000.0,165.0,70.1,97.0,1.2,107.0,13.0,2016,6,15,2016-06-15
2153,Toronto E05,137.0,92572921.0,675715.0,630000.0,186.0,68.6,118.0,1.2,110.0,14.0,2016,6,15,2016-06-15
2154,Toronto E06,54.0,39942415.0,739674.0,675000.0,63.0,64.7,26.0,1.2,104.0,10.0,2016,6,15,2016-06-15
2155,Toronto E07,125.0,73621528.0,588972.0,601028.0,217.0,63.2,159.0,1.7,107.0,16.0,2016,6,15,2016-06-15
2156,Toronto E08,76.0,46197061.0,607856.0,648000.0,99.0,71.3,59.0,1.2,109.0,13.0,2016,6,15,2016-06-15
2157,Toronto E09,169.0,85725450.0,507251.0,517000.0,212.0,70.4,152.0,1.3,104.0,15.0,2016,6,15,2016-06-15
2158,Toronto E10,103.0,74454264.0,722857.0,720000.0,117.0,65.8,66.0,1.4,105.0,12.0,2016,6,15,2016-06-15
2159,Toronto E11,96.0,54901352.0,571889.0,555250.0,142.0,70.3,84.0,1.1,106.0,13.0,2016,6,15,2016-06-15
2160,TRREB Total,9989.0,7090439984.0,709825.0,593000.0,13542.0,69.1,11346.0,1.4,103.0,16.0,2016,7,15,2016-07-15
2161,City of Toronto Total,3500.0,2415362115.0,690103.0,529000.0,4877.0,64.2,4930.0,1.8,103.0,19.0,2016,7,15,2016-07-15
2162,Toronto West,811.0,510508683.0,629480.0,547500.0,1106.0,66.9,1159.0,1.7,104.0,20.0,2016,7,15,2016-07-15
2163,Toronto W01,60.0,45458073.0,757635.0,505000.0,71.0,66.8,67.0,1.7,102.0,22.0,2016,7,15,2016-07-15
2164,Toronto W02,90.0,70009124.0,777879.0,747707.0,86.0,75.4,51.0,1.0,108.0,17.0,2016,7,15,2016-07-15
2165,Toronto W03,56.0,32648559.0,583010.0,576000.0,82.0,71.9,58.0,1.2,106.0,11.0,2016,7,15,2016-07-15
2166,Toronto W04,77.0,49071681.0,637295.0,576000.0,100.0,66.4,106.0,1.7,104.0,22.0,2016,7,15,2016-07-15
2167,Toronto W05,122.0,59146755.0,484809.0,460050.0,164.0,65.9,209.0,2.0,102.0,24.0,2016,7,15,2016-07-15
2168,Toronto W06,122.0,66394527.0,544217.0,430000.0,206.0,58.3,273.0,2.5,102.0,25.0,2016,7,15,2016-07-15
2169,Toronto W07,28.0,31635600.0,1129843.0,1210000.0,29.0,68.3,25.0,1.4,106.0,15.0,2016,7,15,2016-07-15
2170,Toronto W08,140.0,101233476.0,723096.0,472000.0,175.0,68.1,200.0,1.8,103.0,19.0,2016,7,15,2016-07-15
2171,Toronto W09,33.0,21223888.0,643148.0,650000.0,59.0,69.3,59.0,1.5,102.0,20.0,2016,7,15,2016-07-15
2172,Toronto W10,83.0,33687000.0,405867.0,314500.0,134.0,70.0,111.0,1.4,101.0,17.0,2016,7,15,2016-07-15
2173,Toronto Central,1755.0,1307117217.0,744796.0,483000.0,2489.0,60.6,2904.0,2.1,102.0,21.0,2016,7,15,2016-07-15
2174,Toronto C01,625.0,319932368.0,511892.0,440000.0,833.0,58.2,1031.0,2.4,100.0,23.0,2016,7,15,2016-07-15
2175,Toronto C02,65.0,71786986.0,1104415.0,949500.0,98.0,50.1,172.0,3.2,101.0,28.0,2016,7,15,2016-07-15
2176,Toronto C03,37.0,53477518.0,1445338.0,981500.0,58.0,59.8,68.0,2.0,99.0,16.0,2016,7,15,2016-07-15
2177,Toronto C04,64.0,85141503.0,1330336.0,1265000.0,83.0,64.4,89.0,1.5,102.0,19.0,2016,7,15,2016-07-15
2178,Toronto C06,56.0,47704818.0,851872.0,581000.0,52.0,65.4,38.0,1.8,110.0,16.0,2016,7,15,2016-07-15
2179,Toronto C07,133.0,110304776.0,829359.0,491000.0,203.0,64.5,207.0,1.9,103.0,24.0,2016,7,15,2016-07-15
2180,Toronto C08,187.0,95542364.0,510922.0,425000.0,269.0,63.0,305.0,2.0,100.0,21.0,2016,7,15,2016-07-15
2181,Toronto C09,31.0,47636300.0,1536655.0,839000.0,34.0,61.7,52.0,2.1,99.0,23.0,2016,7,15,2016-07-15
2182,Toronto C10,39.0,29795180.0,763979.0,535000.0,57.0,63.9,69.0,1.6,102.0,15.0,2016,7,15,2016-07-15
2183,Toronto C11,38.0,27437978.0,722052.0,436000.0,53.0,69.5,44.0,1.4,105.0,21.0,2016,7,15,2016-07-15
2184,Toronto C12,35.0,85010500.0,2428871.0,2170000.0,58.0,56.9,91.0,2.9,103.0,17.0,2016,7,15,2016-07-15
2185,Toronto C13,74.0,58353356.0,788559.0,457500.0,80.0,69.6,86.0,1.4,105.0,21.0,2016,7,15,2016-07-15
2186,Toronto C14,184.0,148084570.0,804807.0,459900.0,311.0,59.5,359.0,2.2,102.0,20.0,2016,7,15,2016-07-15
2187,Toronto C15,187.0,126909000.0,678658.0,485000.0,300.0,61.6,293.0,2.0,104.0,19.0,2016,7,15,2016-07-15
2188,Toronto East,934.0,597736215.0,639975.0,635000.0,1282.0,69.1,867.0,1.2,106.0,14.0,2016,7,15,2016-07-15
2189,Toronto E01,68.0,60521171.0,890017.0,842000.0,103.0,70.6,46.0,0.9,112.0,11.0,2016,7,15,2016-07-15
2190,Toronto E02,59.0,55874017.0,947017.0,850900.0,62.0,68.6,45.0,1.1,105.0,12.0,2016,7,15,2016-07-15
2191,Toronto E03,84.0,63479281.0,755706.0,737500.0,107.0,71.5,53.0,0.8,106.0,12.0,2016,7,15,2016-07-15
2192,Toronto E04,83.0,47762666.0,575454.0,620000.0,148.0,69.1,113.0,1.2,107.0,14.0,2016,7,15,2016-07-15
2193,Toronto E05,117.0,79308698.0,677852.0,678500.0,159.0,69.6,105.0,1.2,106.0,14.0,2016,7,15,2016-07-15
2194,Toronto E06,31.0,21876804.0,705703.0,702500.0,37.0,64.1,21.0,1.2,106.0,13.0,2016,7,15,2016-07-15
2195,Toronto E07,122.0,73096075.0,599148.0,592400.0,172.0,63.6,130.0,1.6,106.0,15.0,2016,7,15,2016-07-15
2196,Toronto E08,63.0,34456527.0,546929.0,538000.0,80.0,71.5,51.0,1.2,105.0,12.0,2016,7,15,2016-07-15
2197,Toronto E09,144.0,66041187.0,458619.0,387400.0,200.0,69.8,158.0,1.3,103.0,19.0,2016,7,15,2016-07-15
2198,Toronto E10,60.0,42089100.0,701485.0,727500.0,90.0,66.9,67.0,1.3,106.0,11.0,2016,7,15,2016-07-15
2199,Toronto E11,103.0,53230689.0,516803.0,514000.0,124.0,72.8,78.0,1.1,104.0,16.0,2016,7,15,2016-07-15
2200,TRREB Total,9813.0,6971251436.0,710410.0,590000.0,12409.0,70.4,9949.0,1.4,102.0,18.0,2016,8,15,2016-08-15
2201,City of Toronto Total,3416.0,2313456914.0,677241.0,517750.0,4480.0,65.6,4281.0,1.7,102.0,21.0,2016,8,15,2016-08-15
2202,Toronto West,844.0,526695425.0,624047.0,545000.0,1109.0,67.9,1048.0,1.7,102.0,23.0,2016,8,15,2016-08-15
2203,Toronto W01,64.0,50037899.0,781842.0,509500.0,71.0,68.6,50.0,1.6,105.0,23.0,2016,8,15,2016-08-15
2204,Toronto W02,41.0,31509358.0,768521.0,700000.0,64.0,75.3,50.0,1.0,106.0,16.0,2016,8,15,2016-08-15
2205,Toronto W03,55.0,34944444.0,635354.0,640000.0,58.0,73.9,45.0,1.1,106.0,16.0,2016,8,15,2016-08-15
2206,Toronto W04,75.0,45293647.0,603915.0,555000.0,112.0,67.3,105.0,1.6,103.0,20.0,2016,8,15,2016-08-15
2207,Toronto W05,120.0,55990674.0,466589.0,497500.0,179.0,66.3,198.0,1.9,102.0,25.0,2016,8,15,2016-08-15
2208,Toronto W06,147.0,82794279.0,563226.0,467000.0,209.0,59.3,246.0,2.4,100.0,24.0,2016,8,15,2016-08-15
2209,Toronto W07,25.0,26162188.0,1046488.0,975000.0,27.0,68.7,18.0,1.3,107.0,13.0,2016,8,15,2016-08-15
2210,Toronto W08,153.0,121624100.0,794929.0,518000.0,187.0,70.0,180.0,1.7,100.0,31.0,2016,8,15,2016-08-15
2211,Toronto W09,50.0,27551200.0,551024.0,504050.0,56.0,71.1,48.0,1.4,102.0,22.0,2016,8,15,2016-08-15
