,Name,Sales,Dollar Volume,Average Price,Median Price,New listings,SNLR,Active listings,MI,Avg SP/LP,Avg DOM,year,month,day,date
1249,Toronto W07,13.0,11137016.0,856694.0,862000.0,31.0,75.1,31.0,1.2,101.0,19.0,2014,8,15,2014-08-15
1250,Toronto W08,124.0,73207934.0,590387.0,414000.0,198.0,53.7,403.0,2.7,98.0,36.0,2014,8,15,2014-08-15
1251,Toronto W09,37.0,20183600.0,545503.0,507500.0,50.0,61.2,84.0,2.3,96.0,29.0,2014,8,15,2014-08-15
1252,Toronto W10,81.0,26627600.0,328736.0,280000.0,129.0,58.9,194.0,2.5,98.0,29.0,2014,8,15,2014-08-15
1253,Toronto Central,1260.0,846215803.0,671600.0,435000.0,2065.0,50.3,3873.0,3.0,98.0,31.0,2014,8,15,2014-08-15
1254,Toronto C01,386.0,181395645.0,469937.0,391500.0,670.0,43.7,1397.0,3.8,98.0,35.0,2014,8,15,2014-08-15
1255,Toronto C02,48.0,56341988.0,1173791.0,829500.0,77.0,48.3,207.0,3.7,98.0,27.0,2014,8,15,2014-08-15
1256,Toronto C03,35.0,37355018.0,1067286.0,654000.0,47.0,57.8,99.0,2.3,99.0,24.0,2014,8,15,2014-08-15
1257,Toronto C04,55.0,66621893.0,1211307.0,1253000.0,71.0,55.4,131.0,2.3,100.0,31.0,2014,8,15,2014-08-15
1258,Toronto C06,34.0,20660250.0,607654.0,652800.0,52.0,48.9,97.0,3.2,99.0,27.0,2014,8,15,2014-08-15
1259,Toronto C07,88.0,51852899.0,589237.0,424500.0,167.0,50.4,302.0,3.0,98.0,35.0,2014,8,15,2014-08-15
1260,Toronto C08,120.0,51807576.0,431730.0,385500.0,193.0,53.2,327.0,2.7,98.0,32.0,2014,8,15,2014-08-15
1261,Toronto C09,19.0,24914400.0,1311284.0,775000.0,25.0,56.9,52.0,2.7,96.0,36.0,2014,8,15,2014-08-15
1262,Toronto C10,38.0,27578000.0,725737.0,554950.0,45.0,61.3,85.0,1.9,100.0,31.0,2014,8,15,2014-08-15
1263,Toronto C11,44.0,29001399.0,659123.0,375500.0,50.0,68.9,47.0,1.5,102.0,24.0,2014,8,15,2014-08-15
1264,Toronto C12,37.0,82279884.0,2223781.0,1349000.0,40.0,47.7,131.0,4.0,96.0,41.0,2014,8,15,2014-08-15
1265,Toronto C13,57.0,37255401.0,653604.0,479000.0,84.0,64.2,104.0,1.7,100.0,26.0,2014,8,15,2014-08-15
1266,Toronto C14,160.0,107218024.0,670113.0,429000.0,329.0,45.7,561.0,3.4,98.0,27.0,2014,8,15,2014-08-15
1267,Toronto C15,139.0,71933426.0,517507.0,408000.0,215.0,55.9,333.0,2.4,99.0,27.0,2014,8,15,2014-08-15
1268,Toronto East,842.0,392071049.0,465643.0,462250.0,1130.0,66.9,1207.0,1.5,101.0,21.0,2014,8,15,2014-08-15
1269,Toronto E01,55.0,33348955.0,606345.0,605000.0,75.0,68.2,60.0,1.2,105.0,20.0,2014,8,15,2014-08-15
1270,Toronto E02,50.0,32422207.0,648444.0,610750.0,66.0,65.2,60.0,1.2,102.0,16.0,2014,8,15,2014-08-15
1271,Toronto E03,68.0,37697395.0,554373.0,596000.0,78.0,67.9,75.0,1.1,102.0,16.0,2014,8,15,2014-08-15
1272,Toronto E04,114.0,48834519.0,428373.0,468000.0,152.0,69.4,149.0,1.5,100.0,22.0,2014,8,15,2014-08-15
1273,Toronto E05,92.0,45564156.0,495263.0,415900.0,123.0,72.2,111.0,1.2,101.0,20.0,2014,8,15,2014-08-15
1274,Toronto E06,40.0,21515500.0,537888.0,493750.0,62.0,59.4,52.0,1.5,101.0,17.0,2014,8,15,2014-08-15
1275,Toronto E07,101.0,43893352.0,434588.0,435000.0,146.0,63.2,186.0,1.8,100.0,22.0,2014,8,15,2014-08-15
1276,Toronto E08,49.0,22450688.0,458177.0,477500.0,74.0,67.6,94.0,1.8,98.0,20.0,2014,8,15,2014-08-15
1277,Toronto E09,126.0,46796926.0,371404.0,342000.0,165.0,65.3,203.0,1.8,100.0,24.0,2014,8,15,2014-08-15
1278,Toronto E10,60.0,28145851.0,469098.0,463500.0,79.0,64.0,103.0,1.8,101.0,20.0,2014,8,15,2014-08-15
1279,Toronto E11,87.0,31401500.0,360937.0,363000.0,110.0,70.6,114.0,1.5,100.0,23.0,2014,8,15,2014-08-15
1280,TRREB Total,8051.0,4618663338.0,573676.0,475000.0,15692.0,58.9,19165.0,2.2,99.0,25.0,2014,9,15,2014-09-15
1281,City of Toronto Total,3063.0,1913918373.0,624851.0,488900.0,6609.0,55.9,7804.0,2.4,100.0,25.0,2014,9,15,2014-09-15
1282,Toronto West,784.0,423479296.0,540152.0,466750.0,1677.0,56.8,2055.0,2.4,100.0,26.0,2014,9,15,2014-09-15
1283,Toronto W01,46.0,34567718.0,751472.0,627000.0,110.0,52.1,143.0,2.8,106.0,22.0,2014,9,15,2014-09-15
1284,Toronto W02,82.0,56691538.0,691360.0,660500.0,174.0,67.0,136.0,1.3,104.0,16.0,2014,9,15,2014-09-15
1285,Toronto W03,56.0,26602024.0,475036.0,465000.0,141.0,58.2,140.0,1.7,102.0,18.0,2014,9,15,2014-09-15
1286,Toronto W04,68.0,29355650.0,431701.0,423000.0,134.0,62.1,175.0,2.1,99.0,26.0,2014,9,15,2014-09-15
1287,Toronto W05,91.0,36234188.0,398178.0,408000.0,192.0,59.0,289.0,2.6,98.0,25.0,2014,9,15,2014-09-15
1288,Toronto W06,111.0,57382476.0,516959.0,509000.0,271.0,46.4,379.0,3.6,100.0,31.0,2014,9,15,2014-09-15
1289,Toronto W07,32.0,25933427.0,810420.0,730000.0,52.0,76.2,39.0,1.1,102.0,15.0,2014,9,15,2014-09-15
1290,Toronto W08,166.0,102606123.0,618109.0,384000.0,363.0,53.9,455.0,2.7,98.0,33.0,2014,9,15,2014-09-15
1291,Toronto W09,42.0,20834200.0,496052.0,544000.0,99.0,59.7,113.0,2.3,99.0,26.0,2014,9,15,2014-09-15
1292,Toronto W10,90.0,33271952.0,369688.0,425000.0,141.0,59.9,186.0,2.4,97.0,33.0,2014,9,15,2014-09-15
1293,Toronto Central,1409.0,1042176110.0,739657.0,489000.0,3332.0,50.4,4354.0,3.0,99.0,28.0,2014,9,15,2014-09-15
1294,Toronto C01,431.0,209766879.0,486698.0,399900.0,919.0,44.0,1385.0,3.7,99.0,33.0,2014,9,15,2014-09-15
1295,Toronto C02,61.0,76967278.0,1261759.0,915000.0,177.0,48.4,246.0,3.7,98.0,31.0,2014,9,15,2014-09-15
1296,Toronto C03,47.0,60897960.0,1295701.0,820500.0,131.0,57.9,137.0,2.3,100.0,19.0,2014,9,15,2014-09-15
1297,Toronto C04,85.0,111340318.0,1309886.0,1225000.0,214.0,56.7,209.0,2.3,100.0,20.0,2014,9,15,2014-09-15
1298,Toronto C06,30.0,18768950.0,625632.0,617500.0,86.0,48.6,119.0,3.2,97.0,36.0,2014,9,15,2014-09-15
1299,Toronto C07,109.0,70336150.0,645286.0,468500.0,234.0,51.3,321.0,2.9,98.0,33.0,2014,9,15,2014-09-15
1300,Toronto C08,142.0,69353705.0,488406.0,408000.0,317.0,53.9,369.0,2.6,99.0,27.0,2014,9,15,2014-09-15
1301,Toronto C09,25.0,37549000.0,1501960.0,1310000.0,85.0,56.1,97.0,2.7,100.0,16.0,2014,9,15,2014-09-15
1302,Toronto C10,39.0,26950508.0,691039.0,651000.0,112.0,60.4,123.0,1.9,103.0,26.0,2014,9,15,2014-09-15
1303,Toronto C11,48.0,35906960.0,748062.0,517500.0,89.0,68.9,72.0,1.4,103.0,19.0,2014,9,15,2014-09-15
1304,Toronto C12,37.0,76179578.0,2058908.0,1460000.0,110.0,47.2,169.0,4.0,96.0,24.0,2014,9,15,2014-09-15
1305,Toronto C13,81.0,62141711.0,767182.0,530000.0,152.0,65.2,125.0,1.6,102.0,15.0,2014,9,15,2014-09-15
1306,Toronto C14,146.0,107653849.0,737355.0,436000.0,400.0,45.4,593.0,3.4,98.0,34.0,2014,9,15,2014-09-15
1307,Toronto C15,128.0,78363264.0,612213.0,449000.0,306.0,55.1,389.0,2.4,100.0,26.0,2014,9,15,2014-09-15
1308,Toronto East,870.0,448262967.0,515245.0,502500.0,1600.0,66.5,1395.0,1.5,102.0,20.0,2014,9,15,2014-09-15
1309,Toronto E01,80.0,56146445.0,701831.0,684650.0,173.0,68.1,115.0,1.2,107.0,14.0,2014,9,15,2014-09-15
1310,Toronto E02,64.0,46210358.0,722037.0,673750.0,143.0,64.8,104.0,1.2,103.0,11.0,2014,9,15,2014-09-15
1311,Toronto E03,90.0,57255729.0,636175.0,637500.0,168.0,67.8,102.0,1.1,105.0,16.0,2014,9,15,2014-09-15
1312,Toronto E04,106.0,46175597.0,435619.0,484500.0,181.0,68.3,154.0,1.4,101.0,20.0,2014,9,15,2014-09-15
1313,Toronto E05,94.0,45484396.0,483877.0,402000.0,160.0,71.1,127.0,1.2,101.0,20.0,2014,9,15,2014-09-15
1314,Toronto E06,32.0,19066440.0,595826.0,486200.0,104.0,56.9,78.0,1.5,101.0,11.0,2014,9,15,2014-09-15
1315,Toronto E07,97.0,44797475.0,461830.0,488000.0,138.0,63.9,172.0,1.8,101.0,22.0,2014,9,15,2014-09-15
1316,Toronto E08,57.0,27630000.0,484737.0,479000.0,119.0,65.4,124.0,1.8,99.0,28.0,2014,9,15,2014-09-15
1317,Toronto E09,115.0,41591151.0,361662.0,338400.0,197.0,64.9,211.0,1.8,100.0,28.0,2014,9,15,2014-09-15
1318,Toronto E10,73.0,39774626.0,544858.0,546000.0,109.0,65.3,97.0,1.7,100.0,21.0,2014,9,15,2014-09-15
1319,Toronto E11,62.0,24130750.0,389206.0,376000.0,108.0,70.2,111.0,1.5,99.0,21.0,2014,9,15,2014-09-15
1320,TRREB Total,8552.0,5024342494.0,587505.0,487450.0,13476.0,59.2,17497.0,2.2,99.0,25.0,2014,10,15,2014-10-15
1321,City of Toronto Total,3420.0,2165128162.0,633078.0,505000.0,5699.0,56.0,7286.0,2.4,100.0,23.0,2014,10,15,2014-10-15
1322,Toronto West,924.0,491971955.0,532437.0,482500.0,1378.0,57.3,1823.0,2.4,100.0,26.0,2014,10,15,2014-10-15
1323,Toronto W01,63.0,41060408.0,651753.0,486200.0,109.0,51.8,126.0,2.8,99.0,24.0,2014,10,15,2014-10-15
1324,Toronto W02,113.0,76571722.0,677626.0,635900.0,123.0,69.8,102.0,1.2,102.0,16.0,2014,10,15,2014-10-15
1325,Toronto W03,85.0,41728065.0,490918.0,482000.0,116.0,60.2,112.0,1.6,101.0,20.0,2014,10,15,2014-10-15
1326,Toronto W04,81.0,36288500.0,448006.0,462500.0,124.0,62.5,163.0,2.0,98.0,32.0,2014,10,15,2014-10-15
1327,Toronto W05,109.0,45137300.0,414104.0,446500.0,134.0,60.7,239.0,2.5,98.0,32.0,2014,10,15,2014-10-15
1328,Toronto W06,119.0,58004451.0,487432.0,470000.0,262.0,45.0,382.0,3.7,101.0,26.0,2014,10,15,2014-10-15
1329,Toronto W07,26.0,20795205.0,799816.0,757743.0,46.0,73.2,40.0,1.2,101.0,15.0,2014,10,15,2014-10-15
1330,Toronto W08,186.0,117005949.0,629064.0,482500.0,252.0,54.8,395.0,2.7,100.0,29.0,2014,10,15,2014-10-15
1331,Toronto W09,63.0,29276768.0,464711.0,505000.0,84.0,61.6,95.0,2.2,98.0,25.0,2014,10,15,2014-10-15
1332,Toronto W10,79.0,26103587.0,330425.0,289500.0,128.0,59.7,169.0,2.4,98.0,30.0,2014,10,15,2014-10-15
1333,Toronto Central,1550.0,1160224697.0,748532.0,513000.0,2907.0,50.4,4172.0,3.0,100.0,25.0,2014,10,15,2014-10-15
1334,Toronto C01,411.0,212268356.0,516468.0,419000.0,860.0,44.0,1329.0,3.7,99.0,28.0,2014,10,15,2014-10-15
1335,Toronto C02,82.0,97890100.0,1193782.0,819500.0,157.0,48.3,248.0,3.7,97.0,27.0,2014,10,15,2014-10-15
1336,Toronto C03,59.0,73346851.0,1243167.0,1050000.0,95.0,58.0,118.0,2.3,100.0,18.0,2014,10,15,2014-10-15
1337,Toronto C04,101.0,129531412.0,1282489.0,1178000.0,189.0,56.0,216.0,2.3,101.0,19.0,2014,10,15,2014-10-15
1338,Toronto C06,34.0,19680918.0,578851.0,401750.0,67.0,49.4,114.0,3.2,98.0,26.0,2014,10,15,2014-10-15
1339,Toronto C07,128.0,86833708.0,678388.0,485000.0,208.0,52.2,294.0,2.9,99.0,28.0,2014,10,15,2014-10-15
1340,Toronto C08,154.0,72164641.0,468602.0,443000.0,274.0,53.5,368.0,2.6,99.0,23.0,2014,10,15,2014-10-15
1341,Toronto C09,29.0,45995900.0,1586066.0,1389000.0,56.0,55.0,95.0,2.8,98.0,16.0,2014,10,15,2014-10-15
1342,Toronto C10,75.0,57842512.0,771233.0,740000.0,108.0,60.6,117.0,1.9,102.0,16.0,2014,10,15,2014-10-15
1343,Toronto C11,57.0,46641055.0,818264.0,630000.0,55.0,71.9,53.0,1.3,101.0,17.0,2014,10,15,2014-10-15
1344,Toronto C12,35.0,64555589.0,1844445.0,1735000.0,78.0,47.4,153.0,4.0,97.0,28.0,2014,10,15,2014-10-15
1345,Toronto C13,76.0,54937389.0,722860.0,522000.0,121.0,65.5,118.0,1.6,102.0,17.0,2014,10,15,2014-10-15
1346,Toronto C14,160.0,113337024.0,708356.0,436600.0,374.0,45.1,585.0,3.4,99.0,31.0,2014,10,15,2014-10-15
1347,Toronto C15,149.0,85199242.0,571807.0,424500.0,265.0,54.5,364.0,2.4,100.0,24.0,2014,10,15,2014-10-15
1348,Toronto East,946.0,512931510.0,542211.0,520000.0,1414.0,66.4,1291.0,1.4,102.0,18.0,2014,10,15,2014-10-15
1349,Toronto E01,107.0,75050951.0,701411.0,665000.0,131.0,69.4,88.0,1.1,105.0,14.0,2014,10,15,2014-10-15
1350,Toronto E02,92.0,70876972.0,770402.0,698430.0,125.0,66.9,100.0,1.2,101.0,14.0,2014,10,15,2014-10-15
1351,Toronto E03,105.0,75774723.0,721664.0,640000.0,158.0,68.3,108.0,1.1,104.0,16.0,2014,10,15,2014-10-15
1352,Toronto E04,118.0,52624305.0,445969.0,487500.0,163.0,69.0,132.0,1.4,101.0,18.0,2014,10,15,2014-10-15
1353,Toronto E05,99.0,48111718.0,485977.0,433000.0,145.0,70.6,119.0,1.2,101.0,15.0,2014,10,15,2014-10-15
1354,Toronto E06,37.0,22067020.0,596406.0,530000.0,71.0,57.0,72.0,1.5,100.0,13.0,2014,10,15,2014-10-15
1355,Toronto E07,88.0,39523460.0,449130.0,465500.0,152.0,62.4,168.0,1.8,101.0,25.0,2014,10,15,2014-10-15
1356,Toronto E08,57.0,25425213.0,446056.0,485000.0,88.0,64.4,105.0,1.8,99.0,22.0,2014,10,15,2014-10-15
1357,Toronto E09,111.0,43040770.0,387755.0,355500.0,194.0,63.2,209.0,1.8,101.0,24.0,2014,10,15,2014-10-15
1358,Toronto E10,58.0,29451900.0,507791.0,499000.0,87.0,65.6,83.0,1.7,99.0,19.0,2014,10,15,2014-10-15
1359,Toronto E11,74.0,30984478.0,418709.0,395000.0,100.0,69.9,107.0,1.5,100.0,22.0,2014,10,15,2014-10-15
1360,TRREB Total,6519.0,3767564445.0,577936.0,477000.0,8789.0,59.5,14717.0,2.2,99.0,27.0,2014,11,15,2014-11-15
1361,City of Toronto Total,2661.0,1639522493.0,616130.0,490800.0,3823.0,56.2,6296.0,2.4,99.0,26.0,2014,11,15,2014-11-15
1362,Toronto West,656.0,338531228.0,516054.0,464000.0,916.0,57.4,1563.0,2.4,100.0,28.0,2014,11,15,2014-11-15
1363,Toronto W01,45.0,28384490.0,630766.0,600000.0,74.0,52.8,111.0,2.7,103.0,19.0,2014,11,15,2014-11-15
1364,Toronto W02,55.0,36729535.0,667810.0,625000.0,67.0,70.4,90.0,1.3,104.0,22.0,2014,11,15,2014-11-15
1365,Toronto W03,65.0,31447689.0,483811.0,465000.0,93.0,59.9,97.0,1.6,101.0,21.0,2014,11,15,2014-11-15
1366,Toronto W04,67.0,27936959.0,416970.0,384000.0,76.0,62.3,124.0,2.1,99.0,27.0,2014,11,15,2014-11-15
1367,Toronto W05,82.0,32380950.0,394890.0,435250.0,101.0,61.6,188.0,2.5,98.0,32.0,2014,11,15,2014-11-15
1368,Toronto W06,104.0,54784700.0,526776.0,485000.0,175.0,45.4,360.0,3.7,99.0,34.0,2014,11,15,2014-11-15
1369,Toronto W07,21.0,14686400.0,699352.0,715000.0,23.0,72.1,33.0,1.2,102.0,15.0,2014,11,15,2014-11-15
1370,Toronto W08,113.0,71066005.0,628903.0,460000.0,164.0,54.8,335.0,2.7,98.0,29.0,2014,11,15,2014-11-15
1371,Toronto W09,43.0,18787900.0,436928.0,430000.0,40.0,61.7,71.0,2.2,98.0,30.0,2014,11,15,2014-11-15
1372,Toronto W10,61.0,22326600.0,366010.0,415000.0,103.0,59.3,154.0,2.4,98.0,30.0,2014,11,15,2014-11-15
1373,Toronto Central,1231.0,903432500.0,733901.0,490000.0,1969.0,50.6,3686.0,2.9,98.0,29.0,2014,11,15,2014-11-15
1374,Toronto C01,346.0,168960445.0,488325.0,411000.0,602.0,44.6,1203.0,3.7,98.0,32.0,2014,11,15,2014-11-15
1375,Toronto C02,63.0,76537579.0,1214882.0,989000.0,95.0,48.5,209.0,3.7,98.0,30.0,2014,11,15,2014-11-15
1376,Toronto C03,39.0,38570600.0,988990.0,671000.0,77.0,55.7,111.0,2.3,99.0,26.0,2014,11,15,2014-11-15
1377,Toronto C04,78.0,99657678.0,1277663.0,1135000.0,125.0,55.9,176.0,2.2,99.0,20.0,2014,11,15,2014-11-15
1378,Toronto C06,31.0,19946165.0,643425.0,659990.0,41.0,49.9,93.0,3.2,99.0,30.0,2014,11,15,2014-11-15
1379,Toronto C07,87.0,61772100.0,710024.0,488000.0,140.0,51.8,256.0,2.9,98.0,28.0,2014,11,15,2014-11-15
1380,Toronto C08,131.0,63018049.0,481054.0,410000.0,202.0,53.9,334.0,2.6,99.0,31.0,2014,11,15,2014-11-15
1381,Toronto C09,24.0,33264400.0,1386017.0,1192500.0,32.0,54.4,82.0,2.8,97.0,36.0,2014,11,15,2014-11-15
1382,Toronto C10,54.0,40843938.0,756369.0,649900.0,95.0,60.7,116.0,1.9,101.0,22.0,2014,11,15,2014-11-15
1383,Toronto C11,28.0,16186088.0,578075.0,381000.0,43.0,71.5,51.0,1.4,101.0,25.0,2014,11,15,2014-11-15
1384,Toronto C12,30.0,64684100.0,2156137.0,1985000.0,48.0,48.0,147.0,4.0,96.0,32.0,2014,11,15,2014-11-15
1385,Toronto C13,72.0,58673959.0,814916.0,572500.0,83.0,65.1,103.0,1.6,100.0,21.0,2014,11,15,2014-11-15
1386,Toronto C14,150.0,103292324.0,688615.0,435400.0,218.0,45.5,483.0,3.4,97.0,34.0,2014,11,15,2014-11-15
1387,Toronto C15,98.0,58025075.0,592093.0,457500.0,168.0,54.4,322.0,2.5,99.0,26.0,2014,11,15,2014-11-15
1388,Toronto East,774.0,397558765.0,513642.0,505000.0,938.0,66.9,1047.0,1.4,101.0,21.0,2014,11,15,2014-11-15
1389,Toronto E01,60.0,39888186.0,664803.0,632750.0,80.0,69.5,69.0,1.1,105.0,17.0,2014,11,15,2014-11-15
1390,Toronto E02,59.0,43690664.0,740520.0,715000.0,65.0,67.5,73.0,1.2,102.0,17.0,2014,11,15,2014-11-15
1391,Toronto E03,84.0,52282894.0,622415.0,610500.0,108.0,68.2,90.0,1.0,103.0,17.0,2014,11,15,2014-11-15
1392,Toronto E04,81.0,34973950.0,431777.0,465000.0,98.0,68.2,100.0,1.4,100.0,20.0,2014,11,15,2014-11-15
1393,Toronto E05,79.0,38718039.0,490102.0,423000.0,88.0,70.9,88.0,1.1,102.0,20.0,2014,11,15,2014-11-15
1394,Toronto E06,53.0,28804740.0,543486.0,512000.0,54.0,59.3,54.0,1.5,101.0,18.0,2014,11,15,2014-11-15
1395,Toronto E07,78.0,34203600.0,438508.0,368500.0,109.0,62.8,154.0,1.8,101.0,25.0,2014,11,15,2014-11-15
1396,Toronto E08,55.0,28152400.0,511862.0,498000.0,73.0,65.3,79.0,1.7,99.0,21.0,2014,11,15,2014-11-15
1397,Toronto E09,116.0,48336588.0,416695.0,455500.0,115.0,65.7,165.0,1.7,100.0,26.0,2014,11,15,2014-11-15
1398,Toronto E10,41.0,21982701.0,536163.0,541500.0,67.0,65.4,84.0,1.7,100.0,21.0,2014,11,15,2014-11-15
1399,Toronto E11,68.0,26525003.0,390074.0,395000.0,81.0,70.4,91.0,1.4,100.0,23.0,2014,11,15,2014-11-15
1400,TRREB Total,4446.0,2474654384.0,556602.0,455750.0,4448.0,59.6,10230.0,2.2,98.0,32.0,2014,12,15,2014-12-15
1401,City of Toronto Total,1762.0,1012336979.0,574539.0,441500.0,1899.0,56.4,4431.0,2.4,99.0,31.0,2014,12,15,2014-12-15
1402,Toronto West,448.0,224627483.0,501401.0,440000.0,482.0,57.3,1145.0,2.4,99.0,33.0,2014,12,15,2014-12-15
1403,Toronto W01,18.0,8820299.0,490017.0,364000.0,21.0,52.5,79.0,2.7,103.0,30.0,2014,12,15,2014-12-15
1404,Toronto W02,31.0,21144952.0,682095.0,649000.0,27.0,69.8,55.0,1.3,102.0,30.0,2014,12,15,2014-12-15
1405,Toronto W03,40.0,20073950.0,501849.0,496500.0,38.0,59.8,69.0,1.6,99.0,30.0,2014,12,15,2014-12-15
1406,Toronto W04,41.0,17680401.0,431229.0,425000.0,46.0,61.4,92.0,2.1,98.0,34.0,2014,12,15,2014-12-15
1407,Toronto W05,80.0,31567665.0,394596.0,430000.0,81.0,61.8,140.0,2.4,98.0,31.0,2014,12,15,2014-12-15
1408,Toronto W06,67.0,33157867.0,494894.0,400000.0,81.0,45.4,281.0,3.7,100.0,36.0,2014,12,15,2014-12-15
1409,Toronto W07,9.0,8909750.0,989972.0,936000.0,5.0,72.0,25.0,1.2,98.0,30.0,2014,12,15,2014-12-15
1410,Toronto W08,90.0,52769250.0,586325.0,390500.0,93.0,55.1,227.0,2.7,97.0,36.0,2014,12,15,2014-12-15
1411,Toronto W09,29.0,14041950.0,484205.0,572000.0,24.0,62.1,44.0,2.1,98.0,33.0,2014,12,15,2014-12-15
1412,Toronto W10,43.0,16461400.0,382823.0,416000.0,66.0,58.4,133.0,2.4,98.0,30.0,2014,12,15,2014-12-15
1413,Toronto Central,821.0,547253436.0,666569.0,425000.0,1002.0,50.7,2623.0,2.9,98.0,34.0,2014,12,15,2014-12-15
1414,Toronto C01,240.0,116510909.0,485462.0,390550.0,327.0,44.8,920.0,3.7,98.0,38.0,2014,12,15,2014-12-15
1415,Toronto C02,30.0,31155286.0,1038510.0,833393.0,38.0,48.6,151.0,3.7,99.0,39.0,2014,12,15,2014-12-15
1416,Toronto C03,23.0,21270843.0,924819.0,713500.0,33.0,55.7,81.0,2.3,98.0,29.0,2014,12,15,2014-12-15
1417,Toronto C04,46.0,56887043.0,1236675.0,1350000.0,34.0,56.5,95.0,2.2,98.0,36.0,2014,12,15,2014-12-15
1418,Toronto C06,22.0,12035888.0,547086.0,375750.0,26.0,50.8,60.0,3.1,98.0,32.0,2014,12,15,2014-12-15
1419,Toronto C07,70.0,42495668.0,607081.0,422500.0,74.0,52.0,153.0,2.8,98.0,36.0,2014,12,15,2014-12-15
1420,Toronto C08,84.0,40830099.0,486073.0,445000.0,101.0,53.8,253.0,2.6,98.0,31.0,2014,12,15,2014-12-15
1421,Toronto C09,12.0,18944900.0,1578742.0,1163500.0,14.0,54.1,43.0,2.8,96.0,54.0,2014,12,15,2014-12-15
1422,Toronto C10,20.0,12811944.0,640597.0,575500.0,26.0,60.1,81.0,1.9,100.0,24.0,2014,12,15,2014-12-15
1423,Toronto C11,23.0,12370800.0,537861.0,270000.0,18.0,73.3,32.0,1.3,102.0,24.0,2014,12,15,2014-12-15
1424,Toronto C12,20.0,47198900.0,2359945.0,1654500.0,26.0,47.9,98.0,3.9,95.0,36.0,2014,12,15,2014-12-15
1425,Toronto C13,38.0,28538339.0,751009.0,485000.0,43.0,65.9,75.0,1.5,97.0,20.0,2014,12,15,2014-12-15
1426,Toronto C14,123.0,70819500.0,575768.0,405000.0,133.0,46.0,323.0,3.3,98.0,35.0,2014,12,15,2014-12-15
1427,Toronto C15,70.0,35383317.0,505476.0,376500.0,109.0,53.6,258.0,2.5,99.0,31.0,2014,12,15,2014-12-15
1428,Toronto East,493.0,240456060.0,487740.0,465000.0,415.0,67.3,663.0,1.4,101.0,24.0,2014,12,15,2014-12-15
1429,Toronto E01,29.0,18560407.0,640014.0,630693.0,28.0,67.8,46.0,1.1,106.0,13.0,2014,12,15,2014-12-15
1430,Toronto E02,33.0,25382971.0,769181.0,532000.0,18.0,67.8,33.0,1.2,100.0,29.0,2014,12,15,2014-12-15
1431,Toronto E03,57.0,37765600.0,662554.0,660000.0,45.0,68.8,43.0,1.0,101.0,18.0,2014,12,15,2014-12-15
1432,Toronto E04,59.0,24851540.0,421213.0,480000.0,53.0,69.4,65.0,1.3,100.0,24.0,2014,12,15,2014-12-15
1433,Toronto E05,50.0,25529488.0,510590.0,419000.0,39.0,71.5,56.0,1.1,100.0,23.0,2014,12,15,2014-12-15
1434,Toronto E06,22.0,11423784.0,519263.0,473700.0,27.0,58.4,34.0,1.5,102.0,12.0,2014,12,15,2014-12-15
1435,Toronto E07,59.0,23395488.0,396534.0,313000.0,38.0,63.1,101.0,1.8,98.0,32.0,2014,12,15,2014-12-15
1436,Toronto E08,29.0,14449665.0,498264.0,505000.0,35.0,64.2,61.0,1.7,103.0,19.0,2014,12,15,2014-12-15
1437,Toronto E09,74.0,27193329.0,367477.0,318000.0,65.0,66.9,106.0,1.7,99.0,29.0,2014,12,15,2014-12-15
1438,Toronto E10,30.0,15107550.0,503585.0,493000.0,25.0,65.5,59.0,1.6,100.0,20.0,2014,12,15,2014-12-15
1439,Toronto E11,51.0,16796238.0,329338.0,315000.0,42.0,72.1,59.0,1.4,100.0,25.0,2014,12,15,2014-12-15
1440,TRREB Total,4355.0,2406464145.0,552575.0,465000.0,9596.0,59.4,11600.0,2.2,99.0,31.0,2015,1,15,2015-01-15
1441,City of Toronto Total,1561.0,907685684.0,581477.0,460000.0,3912.0,56.1,5056.0,2.4,100.0,32.0,2015,1,15,2015-01-15
1442,Toronto West,384.0,181331224.0,472217.0,435000.0,906.0,57.1,1230.0,2.4,99.0,38.0,2015,1,15,2015-01-15
1443,Toronto W01,21.0,9700800.0,461943.0,340000.0,58.0,51.7,82.0,2.7,100.0,41.0,2015,1,15,2015-01-15
1444,Toronto W02,26.0,16877231.0,649124.0,632250.0,58.0,69.5,73.0,1.3,100.0,29.0,2015,1,15,2015-01-15
1445,Toronto W03,35.0,16078800.0,459394.0,462500.0,56.0,59.9,59.0,1.7,101.0,32.0,2015,1,15,2015-01-15
1446,Toronto W04,32.0,15043889.0,470122.0,500750.0,73.0,61.7,93.0,2.1,99.0,26.0,2015,1,15,2015-01-15
1447,Toronto W05,56.0,18878650.0,337119.0,326500.0,108.0,60.9,139.0,2.4,98.0,40.0,2015,1,15,2015-01-15
1448,Toronto W06,65.0,32034538.0,492839.0,450000.0,189.0,45.2,295.0,3.7,100.0,43.0,2015,1,15,2015-01-15
1449,Toronto W07,8.0,5712500.0,714063.0,701250.0,25.0,69.8,29.0,1.3,101.0,40.0,2015,1,15,2015-01-15
1450,Toronto W08,74.0,41564421.0,561681.0,391000.0,217.0,54.8,282.0,2.7,99.0,39.0,2015,1,15,2015-01-15
1451,Toronto W09,20.0,9971500.0,498575.0,562500.0,43.0,62.2,55.0,2.1,101.0,25.0,2015,1,15,2015-01-15
